Tanggal,Nama_Barang,Jumlah_Barang,Satuan
11/20/2023,Indomie Kari Ayam ,30,Dus
11/21/2023,Kapal Api Tnp gl Sachet besar,15,Dus
11/21/2023,Rosebrand 1 Kg,10,Dus
11/21/2023,Gula Gmp 1 Kg ,25,Dus
11/21/2023,Minyak Kita Pouch 1 Liter,30,Dus
11/21/2023,Minyak Kita Pouch 2 Liter ,20,Dus
11/21/2023,Minyak Sania Pouch 1 Liter,30,Dus
11/21/2023,Minyak Kita Pouch 2 Liter ,30,Dus
11/21/2023,Minyak Sania Pouch 1 Liter,20,Dus
11/21/2023,Indocafe Mix ,2,Dus
11/21/2023,Gula Gmp 1 Kg ,2,Dus
11/22/2023,Rosebrand 1 Kg,30,Dus
11/22/2023,Terigu Kunci Biru 1 Kg,15,Dus
11/22/2023,Minyak Tropikal Botol 2 Liter ,50,Dus
11/22/2023,Minyak Rizki Botol 900 gr,50,Dus
11/22/2023,Indomie Kari Ayam ,100,Dus
11/22/2023,Minyak Sovia Pouch 2 Liter ,50,Dus
11/22/2023,Minyak Sovia Pouch 1 Liter ,25,Dus
11/22/2023,Gula Gmp 1 Kg ,50,Dus
11/23/2023,Indomie Goreng ,10,Dus
11/23/2023,Gula Gmp 1 Kg ,15,Dus
11/23/2023,Sun Kara ,10,Dus
11/23/2023,Indomie Ayam Bawang,154,Dus
11/23/2023,Beras SIIP 5 Kg ,25,Dus
11/23/2023,Minyak Kita Botol 1 Liter ,15,Dus
11/23/2023,Minyak Rizki Botol 900 gr,30,Dus
11/23/2023,Minya Sania Pouch 2 Liter,20,Dus
11/23/2023,Gula Gmp 1 Kg ,10,Dus
11/23/2023,Beras Sania 5 Kg,15,Dus
11/24/2023,Indomie Ayam Bawang,3,Dus
11/24/2023,Minyak Kita Pouch 1 Liter,2,Dus
11/24/2023,Terigu Segitiga Ekonomis1/2 Kg,2,Dus
11/24/2023,Minyak Tropikal Botol 1 Liter,50,Dus
11/24/2023,Indomie Goreng ,15,Dus
11/24/2023,Minyak Kita Botol 2 Liter,30,Dus
11/25/2023,0,0,Dus
11/25/2023,0,0,Dus
11/26/2023,0,0,Dus
11/26/2023,0,0,Dus
11/27/2023,Beras SIIP 5 Kg ,15,Dus
11/27/2023,Abc Susu,3,Dus
11/27/2023,Gula Gmp 1 Kg ,3,Dus
11/27/2023,Indomie Soto,15,Dus
11/27/2023,Terigu Segitiga Ekonomis1/2 Kg,10,Dus
11/27/2023,Minyak Tropikal Botol 1 Liter,30,Dus
11/27/2023,Minyak Tropikal Botol 1 Liter,70,Dus
11/27/2023,Minyak Tropikal Botol 2 Liter ,30,Dus
11/27/2023,Minyak Rizki Botol 900 gr,50,Dus
11/28/2023,Minyak Rizki Botol 900 gr,5,Dus
11/28/2023,Kapal Api Mix sachet,3,Dus
11/28/2023,Indomie Soto,5,Dus
11/28/2023,Beras Sania 5 Kg,50,Dus
11/28/2023,Beras SIIP 5 Kg ,50,Dus
11/28/2023,Minyak Sania Pouch 1 Liter,30,Dus
11/28/2023,Minyak Sovia Pouch 2 Liter ,30,Dus
11/29/2023,Minyak Kita Pouch 2 Liter ,2,Dus
11/29/2023,Terigu Segitiga Ekonomis 1 Kg,10,Dus
11/29/2023,Sun Kara ,30,Dus
11/29/2023,Gulaku 1 Kg,20,Dus
11/29/2023,Indomie Kari Ayam ,50,Dus
11/29/2023,Abc Susu,15,Dus
11/30/2023,Minyak Rizki Botol 900 gr,30,Dus
11/30/2023,Minya Sania Pouch 2 Liter,20,Dus
11/30/2023,Gula Gmp 1 Kg ,10,Dus
12/1/2023,Indomie Goreng ,10,Dus
12/1/2023,Indocafe Mix ,5,Dus
12/1/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/1/2023,Minyak Tropikal Botol 1 Liter,50,Dus
12/1/2023,Minyak Rizki Botol 900 gr,100,Dus
12/1/2023,Minyak Kita Botol 1 Liter ,2,Dus
12/1/2023,Minyak Kita Botol 2 Liter,1,Dus
12/1/2023,Minyak Bimoli Botol 2 Liter,20,Dus
12/1/2023,Beras Sania 5 Kg,10,Dus
12/1/2023,Beras SIIP 5 Kg ,15,Dus
12/1/2023,Abc Susu,5,Dus
12/1/2023,Sun Kara ,30,Dus
12/2/2023,Gula Gmp 1 Kg ,25,Dus
12/2/2023,Minyak Kita Pouch 1 Liter,30,Dus
12/2/2023,Minyak Kita Pouch 2 Liter ,30,Dus
12/2/2023,Minyak Kita Pouch 2 Liter ,50,Dus
12/2/2023,Minyak Kita Botol 1 Liter ,50,Dus
12/2/2023,Indomie Goreng ,100,Dus
12/2/2023,Minyak Rizki Botol 900 gr,50,Dus
12/2/2023,Sun Kara ,50,Dus
12/2/2023,Kapal Api Mix sachet,20,Dus
12/3/2023,Minyak Sunco Pouch 2 Liter,30,Dus
12/3/2023,Minyak Kuncimas 2 Liter,25,Dus
12/3/2023,Sun Kara ,15,Dus
12/3/2023,Minyak Sovia Pouch 1 Liter ,65,Dus
12/3/2023,Minyak Tropikal Botol 1 Liter,50,Dus
12/3/2023,Indomie Kari Ayam ,35,Dus
12/3/2023,Indomie Soto,30,Dus
12/3/2023,Minyak Rizki Botol 900 gr,30,Dus
12/3/2023,Sun Kara ,20,Dus
12/3/2023,Gulaku 1 Kg,10,Dus
12/3/2023,Gula Gmp 1 Kg ,1,Dus
12/3/2023,Minyak Kita Pouch 1 Liter,2,Dus
12/4/2023,Indomie Goreng ,100,Dus
12/4/2023,Indomie Kari Ayam ,100,Dus
12/4/2023,Minyak Rizki Botol 900 gr,50,Dus
12/4/2023,Beras Sania 5 Kg,30,Dus
12/4/2023,Terigu Segitiga Ekonomis 1 Kg,4,Dus
12/4/2023,Minyak Kita Pouch 2 Liter ,2,Dus
12/4/2023,Minyak Kita Pouch 1 Liter,15,Dus
12/4/2023,Minyak Kita Pouch 2 Liter ,15,Dus
12/5/2023,Terigu Cakra Kembar 1 Kg,25,Dus
12/5/2023,Sun Kara ,30,Dus
12/5/2023,Gulaku 1 Kg,20,Dus
12/5/2023,Minyak Kita Botol 1 Liter ,50,Dus
12/5/2023,Minyak Kita Botol 2 Liter,100,Dus
12/5/2023,Kapal Api Tnp gl Sachet besar,2,Dus
12/5/2023,Indocafe Mix ,2,Dus
12/5/2023,Beras SIIP 5 Kg ,30,Dus
12/5/2023,Abc Susu,10,Dus
12/5/2023,Gula Gmp 1 Kg ,50,Dus
12/6/2023,Minyak Kita Botol 1 Liter ,2,Dus
12/6/2023,Sun Kara ,2,Dus
12/6/2023,Minyak Kita Botol 2 Liter,1,Dus
12/6/2023,Minyak Rizki Botol 900 gr,4,Dus
12/6/2023,Indomie Soto,3,Dus
12/6/2023,Sun Kara ,10,Dus
12/6/2023,Gula Gmp 1 Kg ,30,Dus
12/6/2023,Indomie Goreng ,20,Dus
12/7/2023,Gula Gmp 1 Kg ,1,Dus
12/7/2023,Minyak Kuncimas 2 Liter,30,Dus
12/7/2023,Sun Kara ,20,Dus
12/7/2023,Sun Kara ,2,Dus
12/7/2023,Minyak Kita Botol 2 Liter,2,Dus
12/7/2023,Minyak Tropikal Botol 1 Liter,40,Dus
12/7/2023,Minyak Kita Pouch 1 Liter,50,Dus
12/7/2023,Minyak Kita Pouch 2 Liter ,30,Dus
12/7/2023,Minyak Kita Pouch 1 Liter,1,Dus
12/7/2023,Minyak Kita Pouch 2 Liter ,1,Dus
12/8/2023,Gula Gmp 1 Kg ,5,Dus
12/8/2023,Minyak Kita Botol 1 Liter ,25,Dus
12/8/2023,Sun Kara ,10,Dus
12/8/2023,Minyak Kita Botol 2 Liter,15,Dus
12/8/2023,Minyak Kita Pouch 1 Liter,3,Dus
12/8/2023,Minyak Kita Pouch 2 Liter ,2,Dus
12/9/2023,Sun Kara ,30,Dus
12/9/2023,Minyak Tropikal Botol 1 Liter,25,Dus
12/9/2023,Indomie Goreng ,40,Dus
12/9/2023,Minyak Kita Botol 2 Liter,20,Dus
12/9/2023,Abc Mocca,5,Dus
12/9/2023,Kapal Api Mix sachet,10,Dus
12/9/2023,Minyak Sania Pouch 1 Liter,2,Dus
12/9/2023,Minyak Sovia Pouch 2 Liter ,1,Dus
12/10/2023,Minyak Kita Botol 1 Liter ,2,Dus
12/10/2023,Minyak Kita Botol 2 Liter,1,Dus
12/10/2023,Minyak Sania Pouch 1 Liter,35,Dus
12/10/2023,Minyak Sovia Pouch 2 Liter ,20,Dus
12/10/2023,Indomie Ayam Bawang,20,Dus
12/10/2023,Gula Gmp 1 Kg ,1,Dus
12/10/2023,Minyak Tropikal Botol 1 Liter,40,Dus
12/10/2023,Minyak Rizki Botol 900 gr,50,Dus
12/10/2023,Kapal Api Mix sachet,35,Dus
12/10/2023,Minyak Sania Pouch 1 Liter,20,Dus
12/11/2023,Minyak Kita Pouch 2 Liter ,1,Dus
12/11/2023,Sun Kara ,2,Dus
12/11/2023,Indomie Ayam Bawang,50,Dus
12/12/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/12/2023,Sun Kara ,15,Dus
12/12/2023,Terigu Segitiga Ekonomis 1 Kg,10,Dus
12/12/2023,Indomie Soto,30,Dus
12/12/2023,Minyak Sania Pouch 1 Liter,15,Dus
12/12/2023,Minyak Rizki Botol 900 gr,40,Dus
12/12/2023,Sun Kara ,10,Dus
12/13/2023,Indomie Soto,20,Dus
12/13/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/13/2023,Minyak Sania Pouch 1 Liter,1,Dus
12/13/2023,Beras Sania 5 Kg,1,Dus
12/13/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/13/2023,Sun Kara ,20,Dus
12/13/2023,Terigu Segitiga Ekonomis 1 Kg,10,Dus
12/13/2023,Minyak Kita Pouch 2 Liter ,1,Dus
12/13/2023,Minyak Kita Botol 1 Liter ,2,Dus
12/13/2023,Gula Gmp 1 Kg ,1,Dus
12/14/2023,Gula Gmp 1 Kg ,3,Dus
12/14/2023,Minyak Kita Pouch 1 Liter,3,Dus
12/14/2023,Minyak Kita Pouch 2 Liter ,1,Dus
12/14/2023,Indomie Ayam Bawang,30,Dus
12/14/2023,Gula Gmp 1 Kg ,15,Dus
12/14/2023,Minyak Tropikal Botol 1 Liter,50,Dus
12/14/2023,Minyak Kita Pouch 2 Liter ,50,Dus
12/14/2023,Sun Kara ,50,Dus
12/14/2023,Minyak Kita Pouch 2 Liter ,50,Dus
12/14/2023,Minyak Kuncimas 2 Liter,35,Dus
12/14/2023,Sun Kara ,15,Dus
12/14/2023,Minyak Sunco Pouch 2 Liter,15,Dus
12/15/2023,Minyak Rizki Botol 900 gr,15,Dus
12/15/2023,Abc Susu,10,Dus
12/15/2023,Beras SIIP 5 Kg ,20,Dus
12/15/2023,Sun Kara ,10,Dus
12/15/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/15/2023,Minyak Kita Botol 1 Liter ,25,Dus
12/15/2023,Gula Gmp 1 Kg ,15,Dus
12/16/2023,Minyak Kita Pouch 2 Liter ,1,Dus
12/16/2023,Minyak Kita Botol 1 Liter ,2,Dus
12/16/2023,Indomie Goreng ,20,Dus
12/16/2023,Gula Gmp 1 Kg ,15,Dus
12/16/2023,Minyak Kita Pouch 2 Liter ,10,Dus
12/16/2023,Minyak Tropikal Botol 1 Liter,20,Dus
12/16/2023,Beras Sania 5 Kg,10,Dus
12/16/2023,Beras Sania 5 Kg,50,Dus
12/16/2023,Sun Kara ,30,Dus
12/16/2023,Beras SIIP 5 Kg ,15,Dus
12/16/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/16/2023,Minyak Kita Botol 1 Liter ,20,Dus
12/17/2023,Indomie Goreng ,30,Dus
12/17/2023,Minyak Kita Pouch 2 Liter ,1,Dus
12/17/2023,Minyak Kita Botol 1 Liter ,2,Dus
12/17/2023,Gula Gmp 1 Kg ,1,Dus
12/17/2023,Rosebrand 1 Kg,40,Dus
12/17/2023,Gula Psm 1 Kg,15,Dus
12/18/2023,Indomie Ayam Bawang,30,Dus
12/18/2023,Terigu Cakra Kembar 1 Kg,15,Dus
12/18/2023,Indomie Soto,2,Dus
12/18/2023,Minyak Sania Pouch 1 Liter,2,Dus
12/18/2023,Beras Sania 5 Kg,3,Dus
12/18/2023,Indomie Goreng ,20,Dus
12/18/2023,Indocafe Mix ,10,Dus
12/18/2023,Minyak Tropikal Botol 1 Liter,50,Dus
12/18/2023,Minyak Tropikal Botol 2 Liter ,20,Dus
12/19/2023,Beras Sania 5 Kg,10,Dus
12/19/2023,Minyak Kita Pouch 1 Liter,20,Dus
12/19/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/19/2023,Indomie Goreng ,100,Dus
12/19/2023,Indomie Kari Ayam ,100,Dus
12/20/2023,Minyak Kita Pouch 1 Liter,2,Dus
12/20/2023,Minyak Kita Pouch 2 Liter ,1,Dus
12/20/2023,Rosebrand 1 Kg,25,Dus
12/20/2023,Gula Psm 1 Kg,10,Dus
12/20/2023,Indomie Soto,20,Dus
12/20/2023,Minyak Kita Botol 1 Liter ,10,Dus
12/20/2023,Indomie Goreng ,10,Dus
12/20/2023,Minyak Kita Pouch 2 Liter ,10,Dus
12/21/2023,Minyak Kita Pouch 2 Liter ,25,Dus
12/21/2023,Indomie Ayam Bawang,20,Dus
12/21/2023,Gula Gmp 1 Kg ,10,Dus
12/21/2023,Minyak Sania Pouch 1 Liter,20,Dus
12/21/2023,Beras Sania 5 Kg,15,Dus
12/21/2023,Indomie Ayam Bawang,30,Dus
12/21/2023,Minyak Kita Pouch 2 Liter ,50,Dus
12/21/2023,Sun Kara ,50,Dus
12/21/2023,Minyak Sunco Pouch 2 Liter,25,Dus
12/21/2023,Gula Gmp 1 Kg ,10,Dus
12/21/2023,Indomie Goreng ,20,Dus
12/22/2023,Minyak Rizki Botol 900 gr,35,Dus
12/22/2023,Sun Kara ,10,Dus
12/22/2023,Indomie Goreng ,20,Dus
12/22/2023,Minyak Kita Pouch 2 Liter ,22,Dus
12/22/2023,Indomie Ayam Bawang,15,Dus
12/22/2023,Gula Gmp 1 Kg ,10,Dus
12/22/2023,Beras Sania 5 Kg,10,Dus
12/23/2023,Minyak Kita Pouch 2 Liter ,25,Dus
12/23/2023,Minyak Kita Pouch 2 Liter ,25,Dus
12/23/2023,Minyak Rizki Botol 900 gr,10,Dus
12/23/2023,Gula Psm 1 Kg,10,Dus
12/23/2023,Indomie Soto,10,Dus
12/23/2023,Minyak Kita Botol 1 Liter ,12,Dus
12/23/2023,Beras SIIP 5 Kg ,10,Dus
12/23/2023,Sun Kara ,4,Dus
12/23/2023,Kapal Api tanpa Gula Sachet ,4,Dus
12/23/2023,Gula Gmp 1 Kg ,1,Dus
12/24/2023,Indomie Goreng ,25,Dus
12/24/2023,Minyak Kita Pouch 2 Liter ,30,Dus
12/24/2023,Indomie Ayam Bawang,25,Dus
12/24/2023,Beras SIIP 5 Kg ,20,Dus
12/24/2023,Minyak Kita Botol 1 Liter ,30,Dus
12/24/2023,Minyak Kita Pouch 2 Liter ,25,Dus
12/25/2023,Minyak Kita Botol 1 Liter ,20,Dus
12/25/2023,Beras SIIP 5 Kg ,20,Dus
12/25/2023,Sun Kara ,15,Dus
12/25/2023,Kapal Api tanpa Gula Sachet ,35,Dus
12/25/2023,Minyak Kita Pouch 2 Liter ,50,Dus
12/25/2023,Indomie Ayam Bawang,30,Dus
12/25/2023,Gula Gmp 1 Kg ,25,Dus
12/25/2023,Minyak Kita Pouch 1 Liter,1,Dus
12/25/2023,Sun Kara ,2,Dus
12/25/2023,Gula Gmp 1 Kg ,50,Dus
12/25/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/25/2023,Minyak Rizki Botol 900 gr,20,Dus
12/25/2023,Sun Kara ,15,Dus
12/25/2023,Minyak Sunco Pouch 2 Liter,25,Dus
12/25/2023,Minyak Rizki Botol 900 gr,10,Dus
12/25/2023,Minyak Sania Pouch 1 Liter,1,Dus
12/25/2023,Indomie Ayam Bawang,1,Dus
12/26/2023,Indomie Ayam Bawang,25,Dus
12/26/2023,Beras SIIP 5 Kg ,20,Dus
12/26/2023,Minyak Kita Botol 1 Liter ,20,Dus
12/26/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/26/2023,Minyak Kita Botol 1 Liter ,23,Dus
12/26/2023,Beras SIIP 5 Kg ,15,Dus
12/26/2023,Indomie Goreng ,30,Dus
12/26/2023,Minyak Sania Pouch 1 Liter,10,Dus
12/26/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/27/2023,Minyak Sovia Pouch 1 Liter ,35,Dus
12/27/2023,Minyak Tropikal Botol 1 Liter,20,Dus
12/27/2023,Minyak Tropikal Botol 2 Liter ,10,Dus
12/27/2023,Minyak Kita Pouch 2 Liter ,3,Dus
12/27/2023,Minyak Kita Botol 1 Liter ,1,Dus
12/27/2023,Minyak Sunco Pouch 2 Liter,15,Dus
12/27/2023,Sun Kara ,20,Dus
12/28/2023,Minyak Tropikal Botol 1 Liter,50,Dus
12/28/2023,Minyak Rizki Botol 900 gr,50,Dus
12/28/2023,Indomie Goreng ,100,Dus
12/28/2023,Minyak Kita Pouch 2 Liter ,1,Dus
12/28/2023,Minyak Kita Botol 1 Liter ,2,Dus
12/28/2023,Minyak Kita Pouch 2 Liter ,3,Dus
12/28/2023,Indomie Ayam Bawang,5,Dus
12/28/2023,Beras SIIP 5 Kg ,5,Dus
12/28/2023,Minyak Kita Botol 1 Liter ,10,Dus
12/28/2023,Minyak Kita Pouch 2 Liter ,5,Dus
12/28/2023,Minyak Kita Botol 1 Liter ,5,Dus
12/29/2023,Minyak Kita Pouch 2 Liter ,10,Dus
12/29/2023,Indomie Ayam Bawang,15,Dus
12/29/2023,Gula Gmp 1 Kg ,10,Dus
12/29/2023,Indomie Goreng ,20,Dus
12/29/2023,Terigu Kunci Biru 1 Kg,5,Dus
12/29/2023,Minyak Sunco Pouch 2 Liter,15,Dus
12/29/2023,Minyak Kita Botol 1 Liter ,10,Dus
12/29/2023,Beras SIIP 5 Kg ,10,Dus
12/29/2023,Sun Kara ,5,Dus
12/29/2023,Minyak Kita Pouch 2 Liter ,10,Dus
12/29/2023,Minyak Kita Botol 1 Liter ,10,Dus
12/30/2023,Gula Gmp 1 Kg ,15,Dus
12/30/2023,Minyak Kita Pouch 1 Liter,20,Dus
12/30/2023,Minyak Kita Pouch 2 Liter ,20,Dus
12/30/2023,Minyak Tropikal Botol 1 Liter,100,Dus
12/30/2023,Minyak Rizki Botol 900 gr,50,Dus
12/30/2023,Indomie Goreng ,50,Dus
12/30/2023,Minyak Sania Pouch 1 Liter,30,Dus
12/30/2023,Minyak Kita Pouch 2 Liter ,15,Dus
12/30/2023,Indomie Ayam Bawang,20,Dus
12/30/2023,Minyak Kita Pouch 2 Liter ,50,Dus
12/30/2023,Minyak Kita Pouch 1 Liter,50,Dus
12/31/2023,0,0,0
12/31/2023,0,0,0
12/31/2023,0,0,0
1/1/2024,0,0,0
1/2/2024,0,0,0
1/3/2024,0,0,0
1/4/2024,Indomie Goreng ,35,Dus
1/4/2024,Minyak Kita Pouch 1 Liter,15,Dus
1/4/2024,Indomie Soto,10,Dus
1/4/2024,Minyak Rizki Botol 900 gr,30,Dus
1/4/2024,Minyak Tropikal Botol 2 Liter ,20,Dus
1/4/2024,Minyak Rizki Botol 900 gr,15,Dus
1/4/2024,Minyak Tropikal Botol 1 Liter,40,Dus
1/5/2024,Minyak Kita Pouch 1 Liter,50,Dus
1/5/2024,Minyak Kita Pouch 2 Liter ,25,Dus
1/5/2024,Minyak Rizki Botol 900 gr,15,Dus
1/5/2024,Kapal Api Mix sachet,10,Dus
1/5/2024,Minyak Sovia Pouch 2 Liter ,5,Dus
1/5/2024,Indomie Kari Ayam ,5,Dus
1/5/2024,Minyak Kita Pouch 2 Liter ,2,Dus
1/5/2024,Terigu Segitiga Ekonomis 1 Kg,1,Dus
1/5/2024,Rosebrand 1 Kg,1,Dus
1/5/2024,Minyak Kuncimas 2 Liter,35,Dus
1/6/2024,Minyak Tropikal Botol 1 Liter,30,Dus
1/6/2024,Minyak Tropikal Botol 2 Liter ,50,Dus
1/6/2024,Minyak Kita Botol 1 Liter ,35,Dus
1/6/2024,Minyak Kita Botol 1 Liter ,2,Dus
1/6/2024,Minyak Kita Botol 2 Liter,1,Dus
1/6/2024,Indomie Goreng ,50,Dus
1/6/2024,Minyak Kita Pouch 2 Liter ,50,Dus
1/6/2024,Minyak Kita Botol 1 Liter ,100,Dus
1/7/2024,Indomie Ayam Bawang,50,Dus
1/7/2024,Gula Gmp 1 Kg ,30,Dus
1/7/2024,Minyak Kita Pouch 1 Liter,15,Dus
1/7/2024,Minyak Sovia Pouch 2 Liter ,7,Dus
1/7/2024,Kapal Api tanpa Gula Sachet ,5,Dus
1/7/2024,Indocafe Mix ,2,Dus
1/7/2024,Gula Gmp 1 Kg ,1,Dus
1/8/2024,Minyak Tropikal Botol 2 Liter ,50,Dus
1/8/2024,Indomie Kari Ayam ,50,Dus
1/8/2024,Minyak Rizki Botol 900 gr,100,Dus
1/8/2024,Beras Sania 5 Kg,50,Dus
1/8/2024,Indomie Ayam Bawang,30,Dus
1/9/2024,Minyak Kita Botol 1 Liter ,2,Dus
1/9/2024,Sun Kara ,2,Dus
1/9/2024,Indomie Ayam Bawang,2,Dus
1/9/2024,Minyak Kita Pouch 1 Liter,3,Dus
1/9/2024,Terigu Segitiga Ekonomis1/2 Kg,2,Dus
1/10/2024,Minyak Kita Pouch 2 Liter ,2,Dus
1/10/2024,Terigu Segitiga Ekonomis 1 Kg,2,Dus
1/11/2024,Minyak Kita Pouch 1 Liter,3,Dus
1/11/2024,Minyak Kita Pouch 2 Liter ,2,Dus
1/11/2024,Beras SIIP 5 Kg ,30,Dus
1/11/2024,Indomie Soto,3,Dus
1/11/2024,Rosebrand 1 Kg,4,Dus
1/11/2024,Minyak Rizki Botol 900 gr,6,Dus
1/11/2024,Sun Kara ,3,Dus
1/11/2024,Minyak Sania Pouch 1 Liter,10,Dus
1/11/2024,Terigu Segitiga Ekonomis1/2 Kg,5,Dus
1/12/2024,Minyak Kita Pouch 1 Liter,20,Dus
1/12/2024,Minyak Kita Pouch 2 Liter ,15,Dus
1/12/2024,Gula Gmp 1 Kg ,50,Dus
1/12/2024,Indomie Soto,1,Dus
1/12/2024,Minyak Sania Pouch 1 Liter,1,Dus
1/12/2024,Indocafe Mix ,1,Dus
1/12/2024,Gula Gmp 1 Kg ,2,Dus
1/13/2024,Minyak Kita Botol 2 Liter,30,Dus
1/13/2024,Minyak Rizki Botol 900 gr,25,Dus
1/13/2024,Minya Sania Pouch 2 Liter,10,Dus
1/13/2024,Minyak Sunco Pouch 2 Liter,35,Dus
1/13/2024,Minya Sania Pouch 2 Liter,20,Dus
1/14/2024,Indomie Soto,100,Dus
1/14/2024,Minyak Kita Pouch 1 Liter,50,Dus
1/14/2024,Minyak Kita Botol 2 Liter,50,Dus
1/14/2024,Minyak Rizki Botol 900 gr,100,Dus
1/14/2024,Indomie Goreng ,150,Dus
1/14/2024,Minyak Kita Botol 1 Liter ,2,Dus
1/14/2024,Minyak Kita Botol 2 Liter,1,Dus
1/15/2024,Indomie Kari Ayam ,10,Dus
1/15/2024,Indomie Soto,10,Dus
1/15/2024,Terigu Segitiga Ekonomis1/2 Kg,5,Dus
1/15/2024,Abc Susu,3,Dus
1/15/2024,Minyak Kita Pouch 1 Liter,50,Dus
1/15/2024,Rosebrand 1 Kg,20,Dus
1/16/2024,Minyak Rizki Botol 900 gr,30,Dus
1/16/2024,Minya Sania Pouch 2 Liter,15,Dus
1/16/2024,Gulaku 1 Kg,10,Dus
1/16/2024,Minyak Kita Pouch 2 Liter ,2,Dus
1/16/2024,Terigu Segitiga Ekonomis 1 Kg,2,Dus
1/17/2024,Minyak Kita Pouch 2 Liter ,2,Dus
1/17/2024,Gula Gmp 1 Kg ,2,Dus
1/17/2024,Terigu Cakra Kembar 1 Kg,4,Dus
1/17/2024,Sun Kara ,10,Dus
1/17/2024,Gulaku 1 Kg,4,Dus
1/17/2024,Gula Gmp 1 Kg ,2,Dus
1/18/2024,Indocafe Mix ,2,Dus
1/18/2024,Gula Gmp 1 Kg ,1,Dus
1/18/2024,Minyak Kita Botol 1 Liter ,2,Dus
1/18/2024,Minyak Kita Botol 2 Liter,1,Dus
1/18/2024,Sun Kara ,2,Dus
1/18/2024,Indomie Ayam Bawang,1,Dus
1/19/2024,Indomie Goreng ,30,Dus
1/19/2024,Minyak Kita Pouch 2 Liter ,30,Dus
1/19/2024,Minyak Kita Botol 1 Liter ,10,Dus
1/19/2024,Minyak Sunco Pouch 2 Liter,50,Dus
1/19/2024,Minyak Kuncimas 2 Liter,50,Dus
1/19/2024,Rosebrand 1 Kg,25,Dus
1/19/2024,Gula Psm 1 Kg,10,Dus
1/19/2024,Abc Mocca,5,Dus
1/19/2024,Minyak Kita Pouch 1 Liter,1,Dus
1/19/2024,Minyak Kita Pouch 2 Liter ,1,Dus
1/20/2024,0,0,0
1/21/2024,0,0,0
1/22/2024,Sun Kara ,25,Dus
1/22/2024,Minyak Sania Pouch 1 Liter,10,Dus
1/22/2024,Gulaku 1 Kg,15,Dus
1/22/2024,Indomie Goreng ,10,Dus
1/22/2024,Gula Gmp 1 Kg ,15,Dus
1/22/2024,Sun Kara ,15,Dus
1/22/2024,Indomie Goreng ,30,Dus
1/22/2024,Minyak Kita Pouch 1 Liter,30,Dus
1/23/2024,Minyak Tropikal Botol 2 Liter ,50,Dus
1/23/2024,Minyak Rizki Botol 900 gr,150,Dus
1/23/2024,Indomie Kari Ayam ,100,Dus
1/23/2024,Minyak Kita Pouch 1 Liter,3,Dus
1/23/2024,Minyak Kita Pouch 2 Liter ,2,Dus
1/23/2024,Sun Kara ,3,Dus
1/23/2024,Minyak Kita Botol 2 Liter,2,Dus
1/23/2024,Gula Gmp 1 Kg ,2,Dus
1/24/2024,Minyak Sunco Pouch 2 Liter,20,Dus
1/24/2024,Rosebrand 1 Kg,10,Dus
1/24/2024,Terigu Kunci Biru 1 Kg,10,Dus
1/24/2024,Gula Psm 1 Kg,5,Dus
1/24/2024,Minya Sania Pouch 2 Liter,15,Dus
1/25/2024,Beras Sania 5 Kg,15,Dus
1/25/2024,Beras SIIP 5 Kg ,5,Dus
1/25/2024,Abc Susu,10,Dus
1/25/2024,Rosebrand 1 Kg,2,Dus
1/25/2024,Sun Kara ,3,Dus
1/25/2024,Minyak Rizki Botol 900 gr,40,Dus
1/25/2024,Minya Sania Pouch 2 Liter,10,Dus
1/25/2024,Gula Gmp 1 Kg ,15,Dus
1/26/2024,Sun Kara ,50,Dus
1/26/2024,Gulaku 1 Kg,20,Dus
1/26/2024,Indomie Kari Ayam ,30,Dus
1/26/2024,Abc Susu,15,Dus
1/26/2024,Minyak Kita Botol 1 Liter ,2,Dus
1/26/2024,Minyak Kita Botol 2 Liter,1,Dus
1/26/2024,Beras Sania 5 Kg,15,Dus
1/26/2024,Indomie Goreng ,200,Dus
1/26/2024,Minyak Rizki Botol 900 gr,150,Dus
1/26/2024,Minyak Tropikal Botol 1 Liter,150,Dus
1/27/2024,Beras Sania 5 Kg,1,Dus
1/27/2024,Minyak Tropikal Botol 1 Liter,1,Dus
1/27/2024,Indomie Kari Ayam ,1,Dus
1/27/2024,Indomie Kari Ayam ,3,Dus
1/27/2024,Indomie Soto,3,Dus
1/27/2024,Gula Gmp 1 Kg ,2,Dus
1/27/2024,Sun Kara ,2,Dus
1/27/2024,Minyak Kita Botol 1 Liter ,3,Dus
1/27/2024,Gula Gmp 1 Kg ,2,Dus
1/27/2024,Minyak Kita Pouch 2 Liter ,1,Dus
1/27/2024,Minyak Kita Pouch 1 Liter,3,Dus
1/27/2024,Minyak Kita Pouch 2 Liter ,2,Dus
